Start Date,End Date,Group,Year,Month,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths"
1/1/20,1/31/20,By Month,2020.0,1.0,Rhode Island,Male,All Ages,0.0,452.0,24.0,0.0,0.0,28.0
1/1/20,1/31/20,By Month,2020.0,1.0,Rhode Island,Female,All Ages,0.0,464.0,28.0,0.0,0.0,34.0
2/1/20,2/29/20,By Month,2020.0,2.0,Rhode Island,Male,All Ages,0.0,440.0,19.0,0.0,0.0,22.0
2/1/20,2/29/20,By Month,2020.0,2.0,Rhode Island,Female,All Ages,0.0,461.0,14.0,0.0,0.0,20.0
3/1/20,3/31/20,By Month,2020.0,3.0,Rhode Island,Male,All Ages,0.0,454.0,35.0,0.0,0.0,41.0
3/1/20,3/31/20,By Month,2020.0,3.0,Rhode Island,Female,All Ages,0.0,506.0,28.0,0.0,0.0,37.0
4/1/20,4/30/20,By Month,2020.0,4.0,Rhode Island,Male,All Ages,168.0,577.0,88.0,60.0,0.0,198.0
4/1/20,4/30/20,By Month,2020.0,4.0,Rhode Island,Female,All Ages,184.0,613.0,97.0,73.0,0.0,210.0
5/1/20,5/31/20,By Month,2020.0,5.0,Rhode Island,Male,All Ages,201.0,637.0,104.0,81.0,0.0,224.0
5/1/20,5/31/20,By Month,2020.0,5.0,Rhode Island,Female,All Ages,266.0,704.0,125.0,102.0,0.0,289.0
6/1/20,6/30/20,By Month,2020.0,6.0,Rhode Island,Male,All Ages,72.0,468.0,51.0,32.0,0.0,91.0
6/1/20,6/30/20,By Month,2020.0,6.0,Rhode Island,Female,All Ages,76.0,484.0,46.0,28.0,0.0,94.0
7/1/20,7/31/20,By Month,2020.0,7.0,Rhode Island,Male,All Ages,25.0,447.0,28.0,0.0,0.0,46.0
7/1/20,7/31/20,By Month,2020.0,7.0,Rhode Island,Female,All Ages,15.0,362.0,21.0,0.0,0.0,31.0
8/1/20,8/31/20,By Month,2020.0,8.0,Rhode Island,Male,All Ages,14.0,436.0,18.0,0.0,0.0,29.0
8/1/20,8/31/20,By Month,2020.0,8.0,Rhode Island,Female,All Ages,31.0,454.0,26.0,0.0,0.0,48.0
9/1/20,9/30/20,By Month,2020.0,9.0,Rhode Island,Male,All Ages,24.0,450.0,30.0,14.0,0.0,40.0
9/1/20,9/30/20,By Month,2020.0,9.0,Rhode Island,Female,All Ages,21.0,431.0,28.0,10.0,0.0,39.0
10/1/20,10/31/20,By Month,2020.0,10.0,Rhode Island,Male,All Ages,47.0,461.0,35.0,25.0,0.0,57.0
10/1/20,10/31/20,By Month,2020.0,10.0,Rhode Island,Female,All Ages,50.0,448.0,44.0,28.0,0.0,66.0
11/1/20,11/30/20,By Month,2020.0,11.0,Rhode Island,Male,All Ages,108.0,541.0,83.0,58.0,0.0,133.0
11/1/20,11/30/20,By Month,2020.0,11.0,Rhode Island,Female,All Ages,92.0,488.0,51.0,35.0,0.0,108.0
12/1/20,12/31/20,By Month,2020.0,12.0,Rhode Island,Male,All Ages,262.0,677.0,162.0,134.0,0.0,290.0
12/1/20,12/31/20,By Month,2020.0,12.0,Rhode Island,Female,All Ages,248.0,701.0,113.0,90.0,0.0,271.0
1/1/21,1/31/21,By Month,2021.0,1.0,Rhode Island,Male,All Ages,204.0,641.0,122.0,100.0,0.0,226.0
1/1/21,1/31/21,By Month,2021.0,1.0,Rhode Island,Female,All Ages,212.0,628.0,109.0,89.0,0.0,232.0
2/1/21,2/28/21,By Month,2021.0,2.0,Rhode Island,Male,All Ages,72.0,456.0,51.0,37.0,0.0,86.0
2/1/21,2/28/21,By Month,2021.0,2.0,Rhode Island,Female,All Ages,114.0,509.0,58.0,47.0,0.0,125.0
3/1/21,3/31/21,By Month,2021.0,3.0,Rhode Island,Male,All Ages,47.0,449.0,35.0,22.0,0.0,60.0
3/1/21,3/31/21,By Month,2021.0,3.0,Rhode Island,Female,All Ages,29.0,439.0,15.0,0.0,0.0,36.0
4/1/21,4/24/21,By Month,2021.0,4.0,Rhode Island,Male,All Ages,0.0,96.0,0.0,0.0,0.0,0.0
4/1/21,4/24/21,By Month,2021.0,4.0,Rhode Island,Female,All Ages,0.0,85.0,0.0,0.0,0.0,0.0
1/1/20,1/31/20,By Month,2020.0,1.0,South Carolina,Male,All Ages,0.0,2418.0,141.0,0.0,22.0,163.0
1/1/20,1/31/20,By Month,2020.0,1.0,South Carolina,Female,All Ages,0.0,2287.0,139.0,0.0,28.0,167.0
2/1/20,2/29/20,By Month,2020.0,2.0,South Carolina,Male,All Ages,0.0,2284.0,123.0,0.0,28.0,151.0
2/1/20,2/29/20,By Month,2020.0,2.0,South Carolina,Female,All Ages,0.0,2029.0,121.0,0.0,22.0,143.0
3/1/20,3/31/20,By Month,2020.0,3.0,South Carolina,Male,All Ages,19.0,2532.0,143.0,0.0,15.0,168.0
3/1/20,3/31/20,By Month,2020.0,3.0,South Carolina,Female,All Ages,15.0,2247.0,150.0,0.0,17.0,176.0
4/1/20,4/30/20,By Month,2020.0,4.0,South Carolina,Male,All Ages,121.0,2431.0,172.0,37.0,0.0,257.0
4/1/20,4/30/20,By Month,2020.0,4.0,South Carolina,Female,All Ages,115.0,2140.0,171.0,48.0,0.0,241.0
5/1/20,5/31/20,By Month,2020.0,5.0,South Carolina,Male,All Ages,144.0,2498.0,191.0,56.0,0.0,279.0
5/1/20,5/31/20,By Month,2020.0,5.0,South Carolina,Female,All Ages,146.0,2194.0,154.0,65.0,0.0,236.0
6/1/20,6/30/20,By Month,2020.0,6.0,South Carolina,Male,All Ages,140.0,2392.0,174.0,54.0,0.0,261.0
6/1/20,6/30/20,By Month,2020.0,6.0,South Carolina,Female,All Ages,152.0,2211.0,156.0,54.0,0.0,254.0
7/1/20,7/31/20,By Month,2020.0,7.0,South Carolina,Male,All Ages,541.0,3023.0,345.0,212.0,0.0,674.0
7/1/20,7/31/20,By Month,2020.0,7.0,South Carolina,Female,All Ages,489.0,2749.0,333.0,221.0,0.0,601.0
8/1/20,8/31/20,By Month,2020.0,8.0,South Carolina,Male,All Ages,506.0,2962.0,376.0,250.0,0.0,632.0
8/1/20,8/31/20,By Month,2020.0,8.0,South Carolina,Female,All Ages,500.0,2654.0,311.0,203.0,0.0,608.0
9/1/20,9/30/20,By Month,2020.0,9.0,South Carolina,Male,All Ages,292.0,2647.0,257.0,135.0,0.0,414.0
9/1/20,9/30/20,By Month,2020.0,9.0,South Carolina,Female,All Ages,307.0,2377.0,230.0,135.0,0.0,402.0
10/1/20,10/31/20,By Month,2020.0,10.0,South Carolina,Male,All Ages,254.0,2663.0,260.0,133.0,0.0,381.0
10/1/20,10/31/20,By Month,2020.0,10.0,South Carolina,Female,All Ages,239.0,2383.0,204.0,104.0,0.0,339.0
11/1/20,11/30/20,By Month,2020.0,11.0,South Carolina,Male,All Ages,247.0,2161.0,235.0,123.0,0.0,361.0
11/1/20,11/30/20,By Month,2020.0,11.0,South Carolina,Female,All Ages,186.0,1989.0,172.0,85.0,0.0,274.0
12/1/20,12/31/20,By Month,2020.0,12.0,South Carolina,Male,All Ages,612.0,3110.0,479.0,334.0,0.0,758.0
12/1/20,12/31/20,By Month,2020.0,12.0,South Carolina,Female,All Ages,510.0,2752.0,325.0,220.0,0.0,617.0
1/1/21,1/31/21,By Month,2021.0,1.0,South Carolina,Male,All Ages,819.0,2826.0,546.0,430.0,0.0,935.0
1/1/21,1/31/21,By Month,2021.0,1.0,South Carolina,Female,All Ages,616.0,2400.0,373.0,295.0,0.0,695.0
2/1/21,2/28/21,By Month,2021.0,2.0,South Carolina,Male,All Ages,614.0,2812.0,462.0,349.0,0.0,728.0
2/1/21,2/28/21,By Month,2021.0,2.0,South Carolina,Female,All Ages,420.0,2451.0,295.0,222.0,0.0,493.0
3/1/21,3/31/21,By Month,2021.0,3.0,South Carolina,Male,All Ages,249.0,2557.0,261.0,144.0,0.0,367.0
3/1/21,3/31/21,By Month,2021.0,3.0,South Carolina,Female,All Ages,192.0,2176.0,177.0,104.0,0.0,266.0
4/1/21,4/24/21,By Month,2021.0,4.0,South Carolina,Male,All Ages,43.0,963.0,44.0,23.0,0.0,64.0
4/1/21,4/24/21,By Month,2021.0,4.0,South Carolina,Female,All Ages,54.0,950.0,63.0,31.0,0.0,86.0
1/1/20,1/31/20,By Month,2020.0,1.0,South Dakota,Male,All Ages,0.0,380.0,28.0,0.0,0.0,28.0
1/1/20,1/31/20,By Month,2020.0,1.0,South Dakota,Female,All Ages,0.0,350.0,32.0,0.0,0.0,36.0
2/1/20,2/29/20,By Month,2020.0,2.0,South Dakota,Male,All Ages,0.0,368.0,31.0,0.0,0.0,38.0
2/1/20,2/29/20,By Month,2020.0,2.0,South Dakota,Female,All Ages,0.0,325.0,16.0,0.0,0.0,21.0
3/1/20,3/31/20,By Month,2020.0,3.0,South Dakota,Male,All Ages,0.0,370.0,32.0,0.0,0.0,39.0
3/1/20,3/31/20,By Month,2020.0,3.0,South Dakota,Female,All Ages,0.0,374.0,35.0,0.0,0.0,36.0
4/1/20,4/30/20,By Month,2020.0,4.0,South Dakota,Male,All Ages,14.0,376.0,33.0,0.0,0.0,44.0
4/1/20,4/30/20,By Month,2020.0,4.0,South Dakota,Female,All Ages,0.0,321.0,19.0,0.0,0.0,26.0
5/1/20,5/31/20,By Month,2020.0,5.0,South Dakota,Male,All Ages,17.0,360.0,37.0,0.0,0.0,47.0
5/1/20,5/31/20,By Month,2020.0,5.0,South Dakota,Female,All Ages,27.0,358.0,26.0,0.0,0.0,45.0
6/1/20,6/30/20,By Month,2020.0,6.0,South Dakota,Male,All Ages,21.0,362.0,24.0,11.0,0.0,34.0
6/1/20,6/30/20,By Month,2020.0,6.0,South Dakota,Female,All Ages,19.0,309.0,18.0,0.0,0.0,29.0
7/1/20,7/31/20,By Month,2020.0,7.0,South Dakota,Male,All Ages,30.0,422.0,41.0,17.0,0.0,54.0
7/1/20,7/31/20,By Month,2020.0,7.0,South Dakota,Female,All Ages,20.0,318.0,25.0,0.0,0.0,36.0
8/1/20,8/31/20,By Month,2020.0,8.0,South Dakota,Male,All Ages,25.0,430.0,41.0,12.0,0.0,54.0
8/1/20,8/31/20,By Month,2020.0,8.0,South Dakota,Female,All Ages,24.0,355.0,23.0,0.0,0.0,41.0
9/1/20,9/30/20,By Month,2020.0,9.0,South Dakota,Male,All Ages,75.0,464.0,58.0,42.0,0.0,91.0
9/1/20,9/30/20,By Month,2020.0,9.0,South Dakota,Female,All Ages,41.0,339.0,25.0,13.0,0.0,53.0
10/1/20,10/31/20,By Month,2020.0,10.0,South Dakota,Male,All Ages,134.0,535.0,81.0,58.0,0.0,157.0
10/1/20,10/31/20,By Month,2020.0,10.0,South Dakota,Female,All Ages,131.0,471.0,69.0,49.0,0.0,151.0
11/1/20,11/30/20,By Month,2020.0,11.0,South Dakota,Male,All Ages,364.0,762.0,182.0,156.0,0.0,390.0
11/1/20,11/30/20,By Month,2020.0,11.0,South Dakota,Female,All Ages,336.0,695.0,133.0,118.0,0.0,351.0
12/1/20,12/31/20,By Month,2020.0,12.0,South Dakota,Male,All Ages,235.0,585.0,140.0,111.0,0.0,264.0
12/1/20,12/31/20,By Month,2020.0,12.0,South Dakota,Female,All Ages,192.0,497.0,98.0,78.0,0.0,212.0
1/1/21,1/31/21,By Month,2021.0,1.0,South Dakota,Male,All Ages,98.0,507.0,83.0,53.0,0.0,128.0
1/1/21,1/31/21,By Month,2021.0,1.0,South Dakota,Female,All Ages,86.0,393.0,58.0,42.0,0.0,102.0
2/1/21,2/28/21,By Month,2021.0,2.0,South Dakota,Male,All Ages,42.0,372.0,44.0,25.0,0.0,61.0
2/1/21,2/28/21,By Month,2021.0,2.0,South Dakota,Female,All Ages,28.0,325.0,33.0,11.0,0.0,50.0
3/1/21,3/31/21,By Month,2021.0,3.0,South Dakota,Male,All Ages,18.0,328.0,32.0,0.0,0.0,43.0
3/1/21,3/31/21,By Month,2021.0,3.0,South Dakota,Female,All Ages,13.0,290.0,24.0,0.0,0.0,34.0
4/1/21,4/24/21,By Month,2021.0,4.0,South Dakota,Male,All Ages,0.0,68.0,0.0,0.0,0.0,0.0
4/1/21,4/24/21,By Month,2021.0,4.0,South Dakota,Female,All Ages,0.0,76.0,0.0,0.0,0.0,0.0
1/1/20,1/31/20,By Month,2020.0,1.0,Tennessee,Male,All Ages,0.0,3673.0,328.0,0.0,48.0,376.0
1/1/20,1/31/20,By Month,2020.0,1.0,Tennessee,Female,All Ages,0.0,3473.0,296.0,0.0,51.0,347.0
2/1/20,2/29/20,By Month,2020.0,2.0,Tennessee,Male,All Ages,0.0,3217.0,240.0,0.0,30.0,270.0
2/1/20,2/29/20,By Month,2020.0,2.0,Tennessee,Female,All Ages,0.0,3078.0,227.0,0.0,27.0,254.0
3/1/20,3/31/20,By Month,2020.0,3.0,Tennessee,Male,All Ages,26.0,3617.0,289.0,14.0,23.0,324.0
3/1/20,3/31/20,By Month,2020.0,3.0,Tennessee,Female,All Ages,10.0,3318.0,247.0,0.0,26.0,276.0
4/1/20,4/30/20,By Month,2020.0,4.0,Tennessee,Male,All Ages,101.0,3457.0,295.0,51.0,0.0,349.0
4/1/20,4/30/20,By Month,2020.0,4.0,Tennessee,Female,All Ages,83.0,3059.0,238.0,29.0,0.0,294.0
5/1/20,5/31/20,By Month,2020.0,5.0,Tennessee,Male,All Ages,101.0,3509.0,262.0,32.0,0.0,332.0
5/1/20,5/31/20,By Month,2020.0,5.0,Tennessee,Female,All Ages,101.0,3200.0,203.0,36.0,0.0,270.0
6/1/20,6/30/20,By Month,2020.0,6.0,Tennessee,Male,All Ages,125.0,3455.0,236.0,42.0,0.0,320.0
6/1/20,6/30/20,By Month,2020.0,6.0,Tennessee,Female,All Ages,88.0,3091.0,195.0,29.0,0.0,256.0
7/1/20,7/31/20,By Month,2020.0,7.0,Tennessee,Male,All Ages,353.0,4032.0,382.0,178.0,0.0,558.0
7/1/20,7/31/20,By Month,2020.0,7.0,Tennessee,Female,All Ages,229.0,3339.0,316.0,117.0,0.0,429.0
8/1/20,8/31/20,By Month,2020.0,8.0,Tennessee,Male,All Ages,399.0,3910.0,429.0,217.0,0.0,612.0
8/1/20,8/31/20,By Month,2020.0,8.0,Tennessee,Female,All Ages,341.0,3517.0,359.0,162.0,0.0,538.0
9/1/20,9/30/20,By Month,2020.0,9.0,Tennessee,Male,All Ages,392.0,3847.0,448.0,224.0,0.0,616.0
9/1/20,9/30/20,By Month,2020.0,9.0,Tennessee,Female,All Ages,307.0,3397.0,337.0,163.0,0.0,482.0
10/1/20,10/31/20,By Month,2020.0,10.0,Tennessee,Male,All Ages,540.0,4237.0,515.0,296.0,0.0,762.0
10/1/20,10/31/20,By Month,2020.0,10.0,Tennessee,Female,All Ages,421.0,3708.0,404.0,216.0,0.0,609.0
11/1/20,11/30/20,By Month,2020.0,11.0,Tennessee,Male,All Ages,842.0,4376.0,668.0,478.0,0.0,1035.0
11/1/20,11/30/20,By Month,2020.0,11.0,Tennessee,Female,All Ages,742.0,3878.0,548.0,362.0,0.0,929.0
12/1/20,12/31/20,By Month,2020.0,12.0,Tennessee,Male,All Ages,1443.0,5333.0,1034.0,791.0,0.0,1687.0
12/1/20,12/31/20,By Month,2020.0,12.0,Tennessee,Female,All Ages,1222.0,4626.0,790.0,589.0,0.0,1423.0
1/1/21,1/31/21,By Month,2021.0,1.0,Tennessee,Male,All Ages,1489.0,5264.0,1061.0,828.0,0.0,1722.0
1/1/21,1/31/21,By Month,2021.0,1.0,Tennessee,Female,All Ages,1286.0,4785.0,839.0,617.0,0.0,1511.0
2/1/21,2/28/21,By Month,2021.0,2.0,Tennessee,Male,All Ages,547.0,3860.0,501.0,302.0,0.0,751.0
2/1/21,2/28/21,By Month,2021.0,2.0,Tennessee,Female,All Ages,416.0,3295.0,360.0,215.0,0.0,563.0
3/1/21,3/31/21,By Month,2021.0,3.0,Tennessee,Male,All Ages,271.0,3575.0,349.0,164.0,0.0,459.0
3/1/21,3/31/21,By Month,2021.0,3.0,Tennessee,Female,All Ages,256.0,3252.0,279.0,119.0,0.0,421.0
4/1/21,4/24/21,By Month,2021.0,4.0,Tennessee,Male,All Ages,150.0,1775.0,161.0,91.0,0.0,220.0
4/1/21,4/24/21,By Month,2021.0,4.0,Tennessee,Female,All Ages,88.0,1549.0,121.0,44.0,0.0,165.0
1/1/20,1/31/20,By Month,2020.0,1.0,Texas,Male,All Ages,0.0,10047.0,739.0,0.0,95.0,834.0
1/1/20,1/31/20,By Month,2020.0,1.0,Texas,Female,All Ages,0.0,9006.0,674.0,0.0,89.0,763.0
2/1/20,2/29/20,By Month,2020.0,2.0,Texas,Male,All Ages,0.0,9387.0,648.0,0.0,78.0,727.0
2/1/20,2/29/20,By Month,2020.0,2.0,Texas,Female,All Ages,0.0,8244.0,556.0,0.0,82.0,638.0
3/1/20,3/31/20,By Month,2020.0,3.0,Texas,Male,All Ages,53.0,9879.0,760.0,17.0,56.0,851.0
3/1/20,3/31/20,By Month,2020.0,3.0,Texas,Female,All Ages,45.0,8696.0,653.0,16.0,60.0,741.0
4/1/20,4/30/20,By Month,2020.0,4.0,Texas,Male,All Ages,551.0,10002.0,936.0,244.0,11.0,1254.0
4/1/20,4/30/20,By Month,2020.0,4.0,Texas,Female,All Ages,378.0,8571.0,724.0,147.0,13.0,968.0
5/1/20,5/31/20,By Month,2020.0,5.0,Texas,Male,All Ages,592.0,10053.0,896.0,278.0,0.0,1217.0
5/1/20,5/31/20,By Month,2020.0,5.0,Texas,Female,All Ages,372.0,8676.0,664.0,171.0,0.0,870.0
6/1/20,6/30/20,By Month,2020.0,6.0,Texas,Male,All Ages,889.0,10442.0,938.0,376.0,0.0,1453.0
6/1/20,6/30/20,By Month,2020.0,6.0,Texas,Female,All Ages,543.0,8730.0,692.0,237.0,0.0,999.0
7/1/20,7/31/20,By Month,2020.0,7.0,Texas,Male,All Ages,4133.0,14657.0,2724.0,2134.0,0.0,4727.0
7/1/20,7/31/20,By Month,2020.0,7.0,Texas,Female,All Ages,2828.0,11826.0,1979.0,1457.0,0.0,3352.0
8/1/20,8/31/20,By Month,2020.0,8.0,Texas,Male,All Ages,2895.0,12847.0,2167.0,1587.0,0.0,3477.0
8/1/20,8/31/20,By Month,2020.0,8.0,Texas,Female,All Ages,2241.0,11043.0,1663.0,1208.0,0.0,2699.0
9/1/20,9/30/20,By Month,2020.0,9.0,Texas,Male,All Ages,1268.0,10491.0,1227.0,706.0,0.0,1791.0
9/1/20,9/30/20,By Month,2020.0,9.0,Texas,Female,All Ages,1068.0,9389.0,998.0,551.0,0.0,1518.0
10/1/20,10/31/20,By Month,2020.0,10.0,Texas,Male,All Ages,1602.0,11310.0,1460.0,898.0,0.0,2168.0
10/1/20,10/31/20,By Month,2020.0,10.0,Texas,Female,All Ages,1260.0,9901.0,1130.0,677.0,0.0,1720.0
11/1/20,11/30/20,By Month,2020.0,11.0,Texas,Male,All Ages,3060.0,12659.0,2373.0,1829.0,0.0,3610.0
11/1/20,11/30/20,By Month,2020.0,11.0,Texas,Female,All Ages,2145.0,10743.0,1658.0,1191.0,0.0,2614.0
12/1/20,12/31/20,By Month,2020.0,12.0,Texas,Male,All Ages,4286.0,14586.0,3108.0,2502.0,16.0,4897.0
12/1/20,12/31/20,By Month,2020.0,12.0,Texas,Female,All Ages,3227.0,12345.0,2291.0,1785.0,10.0,3737.0
1/1/21,1/31/21,By Month,2021.0,1.0,Texas,Male,All Ages,6098.0,16568.0,4304.0,3633.0,11.0,6771.0
1/1/21,1/31/21,By Month,2021.0,1.0,Texas,Female,All Ages,4503.0,13870.0,3000.0,2513.0,0.0,4994.0
2/1/21,2/28/21,By Month,2021.0,2.0,Texas,Male,All Ages,3382.0,12935.0,2593.0,2036.0,0.0,3943.0
2/1/21,2/28/21,By Month,2021.0,2.0,Texas,Female,All Ages,2307.0,10684.0,1773.0,1324.0,0.0,2758.0
3/1/21,3/31/21,By Month,2021.0,3.0,Texas,Male,All Ages,1410.0,10580.0,1366.0,849.0,0.0,1933.0
3/1/21,3/31/21,By Month,2021.0,3.0,Texas,Female,All Ages,1068.0,9067.0,1059.0,647.0,0.0,1484.0
4/1/21,4/24/21,By Month,2021.0,4.0,Texas,Male,All Ages,332.0,3876.0,358.0,193.0,0.0,498.0
4/1/21,4/24/21,By Month,2021.0,4.0,Texas,Female,All Ages,234.0,3551.0,283.0,121.0,0.0,397.0
1/1/20,1/31/20,By Month,2020.0,1.0,Utah,Male,All Ages,0.0,929.0,52.0,0.0,10.0,62.0
1/1/20,1/31/20,By Month,2020.0,1.0,Utah,Female,All Ages,0.0,842.0,53.0,0.0,0.0,58.0
2/1/20,2/29/20,By Month,2020.0,2.0,Utah,Male,All Ages,0.0,838.0,55.0,0.0,12.0,67.0
2/1/20,2/29/20,By Month,2020.0,2.0,Utah,Female,All Ages,0.0,796.0,36.0,0.0,0.0,41.0
3/1/20,3/31/20,By Month,2020.0,3.0,Utah,Male,All Ages,0.0,963.0,67.0,0.0,12.0,82.0
3/1/20,3/31/20,By Month,2020.0,3.0,Utah,Female,All Ages,0.0,856.0,61.0,0.0,0.0,71.0
4/1/20,4/30/20,By Month,2020.0,4.0,Utah,Male,All Ages,25.0,862.0,42.0,0.0,0.0,60.0
4/1/20,4/30/20,By Month,2020.0,4.0,Utah,Female,All Ages,19.0,810.0,45.0,0.0,0.0,57.0
5/1/20,5/31/20,By Month,2020.0,5.0,Utah,Male,All Ages,34.0,894.0,51.0,21.0,0.0,64.0
5/1/20,5/31/20,By Month,2020.0,5.0,Utah,Female,All Ages,36.0,821.0,38.0,0.0,0.0,66.0
6/1/20,6/30/20,By Month,2020.0,6.0,Utah,Male,All Ages,51.0,925.0,54.0,17.0,0.0,88.0
6/1/20,6/30/20,By Month,2020.0,6.0,Utah,Female,All Ages,17.0,773.0,45.0,0.0,0.0,56.0
7/1/20,7/31/20,By Month,2020.0,7.0,Utah,Male,All Ages,93.0,1002.0,77.0,37.0,0.0,133.0
7/1/20,7/31/20,By Month,2020.0,7.0,Utah,Female,All Ages,52.0,914.0,40.0,12.0,0.0,80.0
8/1/20,8/31/20,By Month,2020.0,8.0,Utah,Male,All Ages,56.0,958.0,58.0,20.0,0.0,94.0
8/1/20,8/31/20,By Month,2020.0,8.0,Utah,Female,All Ages,39.0,903.0,49.0,13.0,0.0,75.0
9/1/20,9/30/20,By Month,2020.0,9.0,Utah,Male,All Ages,52.0,944.0,64.0,22.0,0.0,94.0
9/1/20,9/30/20,By Month,2020.0,9.0,Utah,Female,All Ages,25.0,773.0,44.0,0.0,0.0,60.0
10/1/20,10/31/20,By Month,2020.0,10.0,Utah,Male,All Ages,111.0,1027.0,98.0,54.0,0.0,156.0
10/1/20,10/31/20,By Month,2020.0,10.0,Utah,Female,All Ages,73.0,911.0,67.0,36.0,0.0,104.0
11/1/20,11/30/20,By Month,2020.0,11.0,Utah,Male,All Ages,255.0,1150.0,152.0,117.0,0.0,290.0
11/1/20,11/30/20,By Month,2020.0,11.0,Utah,Female,All Ages,162.0,971.0,101.0,58.0,0.0,205.0
12/1/20,12/31/20,By Month,2020.0,12.0,Utah,Male,All Ages,295.0,1218.0,196.0,147.0,0.0,344.0
12/1/20,12/31/20,By Month,2020.0,12.0,Utah,Female,All Ages,228.0,1121.0,128.0,86.0,0.0,270.0
1/1/21,1/31/21,By Month,2021.0,1.0,Utah,Male,All Ages,265.0,1187.0,203.0,153.0,0.0,315.0
1/1/21,1/31/21,By Month,2021.0,1.0,Utah,Female,All Ages,180.0,1010.0,104.0,76.0,0.0,208.0
2/1/21,2/28/21,By Month,2021.0,2.0,Utah,Male,All Ages,103.0,893.0,88.0,57.0,0.0,134.0
2/1/21,2/28/21,By Month,2021.0,2.0,Utah,Female,All Ages,64.0,833.0,55.0,27.0,0.0,92.0
3/1/21,3/31/21,By Month,2021.0,3.0,Utah,Male,All Ages,65.0,905.0,67.0,37.0,0.0,95.0
3/1/21,3/31/21,By Month,2021.0,3.0,Utah,Female,All Ages,29.0,854.0,41.0,17.0,0.0,53.0
4/1/21,4/24/21,By Month,2021.0,4.0,Utah,Male,All Ages,13.0,439.0,17.0,0.0,0.0,24.0
4/1/21,4/24/21,By Month,2021.0,4.0,Utah,Female,All Ages,11.0,387.0,18.0,0.0,0.0,23.0
1/1/20,1/31/20,By Month,2020.0,1.0,Vermont,Male,All Ages,0.0,262.0,13.0,0.0,0.0,16.0
1/1/20,1/31/20,By Month,2020.0,1.0,Vermont,Female,All Ages,0.0,236.0,16.0,0.0,0.0,18.0
2/1/20,2/29/20,By Month,2020.0,2.0,Vermont,Male,All Ages,0.0,261.0,17.0,0.0,0.0,19.0
2/1/20,2/29/20,By Month,2020.0,2.0,Vermont,Female,All Ages,0.0,243.0,10.0,0.0,0.0,14.0
3/1/20,3/31/20,By Month,2020.0,3.0,Vermont,Male,All Ages,10.0,297.0,26.0,0.0,0.0,38.0
3/1/20,3/31/20,By Month,2020.0,3.0,Vermont,Female,All Ages,0.0,278.0,20.0,0.0,0.0,25.0
4/1/20,4/30/20,By Month,2020.0,4.0,Vermont,Male,All Ages,22.0,278.0,20.0,0.0,0.0,34.0
4/1/20,4/30/20,By Month,2020.0,4.0,Vermont,Female,All Ages,16.0,254.0,15.0,0.0,0.0,31.0
5/1/20,5/31/20,By Month,2020.0,5.0,Vermont,Male,All Ages,0.0,251.0,16.0,0.0,0.0,17.0
5/1/20,5/31/20,By Month,2020.0,5.0,Vermont,Female,All Ages,0.0,250.0,0.0,0.0,0.0,11.0
6/1/20,6/30/20,By Month,2020.0,6.0,Vermont,Male,All Ages,0.0,254.0,10.0,0.0,0.0,10.0
6/1/20,6/30/20,By Month,2020.0,6.0,Vermont,Female,All Ages,0.0,220.0,0.0,0.0,0.0,0.0
7/1/20,7/31/20,By Month,2020.0,7.0,Vermont,Male,All Ages,0.0,258.0,0.0,0.0,0.0,10.0
7/1/20,7/31/20,By Month,2020.0,7.0,Vermont,Female,All Ages,0.0,208.0,0.0,0.0,0.0,0.0
8/1/20,8/31/20,By Month,2020.0,8.0,Vermont,Male,All Ages,0.0,256.0,0.0,0.0,0.0,0.0
8/1/20,8/31/20,By Month,2020.0,8.0,Vermont,Female,All Ages,0.0,241.0,0.0,0.0,0.0,0.0
9/1/20,9/30/20,By Month,2020.0,9.0,Vermont,Male,All Ages,0.0,261.0,0.0,0.0,0.0,0.0
9/1/20,9/30/20,By Month,2020.0,9.0,Vermont,Female,All Ages,0.0,228.0,0.0,0.0,0.0,0.0
10/1/20,10/31/20,By Month,2020.0,10.0,Vermont,Male,All Ages,0.0,278.0,0.0,0.0,0.0,0.0
10/1/20,10/31/20,By Month,2020.0,10.0,Vermont,Female,All Ages,0.0,251.0,12.0,0.0,0.0,12.0
11/1/20,11/30/20,By Month,2020.0,11.0,Vermont,Male,All Ages,0.0,263.0,12.0,0.0,0.0,17.0
11/1/20,11/30/20,By Month,2020.0,11.0,Vermont,Female,All Ages,0.0,257.0,0.0,0.0,0.0,16.0
12/1/20,12/31/20,By Month,2020.0,12.0,Vermont,Male,All Ages,27.0,293.0,18.0,0.0,0.0,38.0
12/1/20,12/31/20,By Month,2020.0,12.0,Vermont,Female,All Ages,41.0,299.0,25.0,10.0,0.0,56.0
1/1/21,1/31/21,By Month,2021.0,1.0,Vermont,Male,All Ages,13.0,265.0,20.0,0.0,0.0,25.0
1/1/21,1/31/21,By Month,2021.0,1.0,Vermont,Female,All Ages,15.0,273.0,14.0,0.0,0.0,25.0
2/1/21,2/28/21,By Month,2021.0,2.0,Vermont,Male,All Ages,15.0,303.0,18.0,0.0,0.0,26.0
