,Date,Year,Week,State,Total_Deaths,Excess_Deaths,Covid_19_Deaths,Cum_Excess_Deaths,Cum_Covid_19_Deaths
0,2019-12-29T00:00:00.000,2019,52,United States,60171.0,-1203.420000000001,1.0,-1203.420000000001,1.0
1,2020-01-05T00:00:00.000,2020,1,United States,60725.0,-1821.7500000000016,0.0,-3025.170000000003,1.0
2,2020-01-12T00:00:00.000,2020,2,United States,59352.0,-1780.5600000000015,2.0,-4805.730000000004,3.0
3,2020-01-19T00:00:00.000,2020,3,United States,59153.0,-591.5300000000005,2.0,-5397.260000000005,5.0
4,2020-01-26T00:00:00.000,2020,4,United States,58822.0,-588.2200000000005,0.0,-5985.480000000005,5.0
5,2020-02-02T00:00:00.000,2020,5,United States,59466.0,0.0,2.0,-5985.480000000005,7.0
6,2020-02-09T00:00:00.000,2020,6,United States,58799.0,0.0,0.0,-5985.480000000005,7.0
7,2020-02-16T00:00:00.000,2020,7,United States,58893.0,588.9300000000005,5.0,-5396.550000000005,12.0
8,2020-02-23T00:00:00.000,2020,8,United States,59316.0,1779.4800000000016,9.0,-3617.0700000000033,21.0
9,2020-03-01T00:00:00.000,2020,9,United States,59685.0,1790.5500000000015,37.0,-1826.5200000000018,58.0
10,2020-03-08T00:00:00.000,2020,10,United States,58667.0,1760.0100000000016,57.0,-66.51000000000022,115.0
11,2020-03-15T00:00:00.000,2020,11,United States,59204.0,2368.160000000002,577.0,2301.650000000002,692.0
12,2020-03-22T00:00:00.000,2020,12,United States,63006.0,8190.779999999993,3186.0,10492.429999999995,3878.0
13,2020-03-29T00:00:00.000,2020,13,United States,72284.0,21685.200000000004,10097.0,32177.629999999997,13975.0
14,2020-04-05T00:00:00.000,2020,14,United States,79093.0,34009.99,16272.0,66187.62,30247.0
15,2020-04-12T00:00:00.000,2020,15,United States,76794.0,32253.479999999996,17139.0,98441.09999999999,47386.0
16,2020-04-19T00:00:00.000,2020,16,United States,73904.0,28083.519999999993,15510.0,126524.61999999998,62896.0
17,2020-04-26T00:00:00.000,2020,17,United States,69291.0,20094.390000000003,13199.0,146619.00999999998,76095.0
18,2020-05-03T00:00:00.000,2020,18,United States,66805.0,18037.350000000002,11220.0,164656.36,87315.0
19,2020-05-10T00:00:00.000,2020,19,United States,64461.0,14826.029999999999,9210.0,179482.38999999998,96525.0
20,2020-05-17T00:00:00.000,2020,20,United States,61612.0,11090.159999999996,7228.0,190572.55,103753.0
21,2020-05-24T00:00:00.000,2020,21,United States,59661.0,8949.149999999994,6158.0,199521.69999999998,109911.0
22,2020-05-31T00:00:00.000,2020,22,United States,58877.0,7654.009999999994,5037.0,207175.70999999996,114948.0
23,2020-06-07T00:00:00.000,2020,23,United States,58013.0,6961.560000000006,4224.0,214137.26999999996,119172.0
24,2020-06-14T00:00:00.000,2020,24,United States,57972.0,6956.640000000006,3835.0,221093.90999999997,123007.0
25,2020-06-21T00:00:00.000,2020,25,United States,58486.0,8188.0399999999945,3828.0,229281.94999999998,126835.0
26,2020-06-28T00:00:00.000,2020,26,United States,59798.0,8969.699999999995,4531.0,238251.64999999997,131366.0
27,2020-07-05T00:00:00.000,2020,27,United States,61912.0,13001.519999999999,5767.0,251253.16999999995,137133.0
28,2020-07-12T00:00:00.000,2020,28,United States,63147.0,15155.279999999999,7174.0,266408.44999999995,144307.0
29,2020-07-19T00:00:00.000,2020,29,United States,64224.0,17340.48,8213.0,283748.92999999993,152520.0
30,2020-07-26T00:00:00.000,2020,30,United States,64200.0,16692.0,8292.0,300440.92999999993,160812.0
31,2020-08-02T00:00:00.000,2020,31,United States,63689.0,15922.25,7849.0,316363.17999999993,168661.0
32,2020-08-09T00:00:00.000,2020,32,United States,63620.0,16541.2,7234.0,332904.37999999995,175895.0
33,2020-08-16T00:00:00.000,2020,33,United States,62531.0,15007.439999999999,6361.0,347911.81999999995,182256.0
34,2020-08-23T00:00:00.000,2020,34,United States,61067.0,12213.399999999998,5716.0,360125.22,187972.0
35,2020-08-30T00:00:00.000,2020,35,United States,60210.0,10837.799999999996,4998.0,370963.01999999996,192970.0
36,2020-09-06T00:00:00.000,2020,36,United States,59623.0,9539.679999999995,4609.0,380502.69999999995,197579.0
37,2020-09-13T00:00:00.000,2020,37,United States,59685.0,9549.599999999995,4256.0,390052.29999999993,201835.0
38,2020-09-20T00:00:00.000,2020,38,United States,60571.0,10297.069999999996,4279.0,400349.36999999994,206114.0
39,2020-09-27T00:00:00.000,2020,39,United States,59737.0,8363.179999999995,4220.0,408712.54999999993,210334.0
40,2020-10-04T00:00:00.000,2020,40,United States,61663.0,11099.339999999997,4796.0,419811.8899999999,215130.0
41,2020-10-11T00:00:00.000,2020,41,United States,60470.0,7861.099999999994,5162.0,427672.9899999999,220292.0
42,2020-10-18T00:00:00.000,2020,42,United States,62017.0,9922.719999999996,5947.0,437595.70999999985,226239.0
43,2020-10-25T00:00:00.000,2020,43,United States,63235.0,10749.949999999995,6978.0,448345.65999999986,233217.0
44,2020-11-01T00:00:00.000,2020,44,United States,67387.0,16172.88,8710.0,464518.53999999986,241927.0
45,2020-11-08T00:00:00.000,2020,45,United States,68563.0,17140.75,10572.0,481659.28999999986,252499.0
46,2020-11-15T00:00:00.000,2020,46,United States,71043.0,20602.47,13247.0,502261.7599999999,265746.0
47,2020-11-22T00:00:00.000,2020,47,United States,72670.0,23254.400000000005,15486.0,525516.1599999999,281232.0
48,2020-11-29T00:00:00.000,2020,48,United States,76885.0,27678.600000000006,18443.0,553194.7599999999,299675.0
49,2020-12-06T00:00:00.000,2020,49,United States,81383.0,34180.85999999999,20805.0,587375.6199999999,320480.0
50,2020-12-13T00:00:00.000,2020,50,United States,82238.0,34539.95999999999,22160.0,621915.5799999998,342640.0
51,2020-12-20T00:00:00.000,2020,51,United States,83458.0,35052.35999999999,23150.0,656967.9399999998,365790.0
52,2020-12-27T00:00:00.000,2020,52,United States,85345.0,38405.24999999999,24342.0,695373.1899999998,390132.0
53,2021-01-03T00:00:00.000,2021,53,United States,83643.0,30111.480000000007,24864.0,725484.6699999998,414996.0
54,2021-01-10T00:00:00.000,2021,1,United States,83424.0,28364.160000000007,24358.0,753848.8299999998,439354.0
55,2021-01-17T00:00:00.000,2021,2,United States,79707.0,24709.170000000006,22304.0,778557.9999999999,461658.0
56,2021-01-24T00:00:00.000,2021,3,United States,75699.0,20438.73,19266.0,798996.7299999999,480924.0
57,2021-01-31T00:00:00.000,2021,4,United States,73143.0,16822.89,16161.0,815819.6199999999,497085.0
58,2021-02-07T00:00:00.000,2021,5,United States,68129.0,9538.059999999994,12758.0,825357.6799999998,509843.0
59,2021-02-14T00:00:00.000,2021,6,United States,65915.0,7909.8000000000075,10204.0,833267.4799999999,520047.0
60,2021-02-21T00:00:00.000,2021,7,United States,63041.0,5043.280000000004,8139.0,838310.7599999999,528186.0
61,2021-02-28T00:00:00.000,2021,8,United States,59718.0,2388.720000000002,6323.0,840699.4799999999,534509.0
62,2021-03-07T00:00:00.000,2021,9,United States,57755.0,0.0,5316.0,840699.4799999999,539825.0
63,2021-03-14T00:00:00.000,2021,10,United States,55824.0,-1116.480000000001,4500.0,839582.9999999999,544325.0
64,2021-03-21T00:00:00.000,2021,11,United States,54924.0,-1647.7200000000014,4027.0,837935.2799999999,548352.0
65,2021-03-28T00:00:00.000,2021,12,United States,51748.0,-3622.3599999999974,3673.0,834312.9199999999,552025.0
66,2021-04-04T00:00:00.000,2021,13,United States,49432.0,-5437.5199999999995,3545.0,828875.3999999999,555570.0
67,2021-04-11T00:00:00.000,2021,14,United States,39219.0,-11373.510000000002,2994.0,817501.8899999999,558564.0
68,2021-04-18T00:00:00.000,2021,15,United States,29488.0,-13269.599999999999,2295.0,804232.2899999999,560859.0
69,2021-04-25T00:00:00.000,2021,16,United States,8743.0,-7344.12,658.0,796888.1699999999,561517.0
70,2019-12-29T00:00:00.000,2019,52,Alabama,1082.0,-64.92000000000006,0.0,-64.92000000000006,0.0
71,2020-01-05T00:00:00.000,2020,1,Alabama,1127.0,-45.08000000000004,0.0,-110.0000000000001,0.0
72,2020-01-12T00:00:00.000,2020,2,Alabama,1039.0,-93.50999999999996,0.0,-203.51000000000005,0.0
73,2020-01-19T00:00:00.000,2020,3,Alabama,1056.0,-63.360000000000056,0.0,-266.8700000000001,0.0
74,2020-01-26T00:00:00.000,2020,4,Alabama,1026.0,-61.56000000000005,0.0,-328.4300000000002,0.0
75,2020-02-02T00:00:00.000,2020,5,Alabama,1120.0,11.20000000000001,0.0,-317.2300000000002,0.0
76,2020-02-09T00:00:00.000,2020,6,Alabama,1095.0,10.95000000000001,0.0,-306.2800000000002,0.0
77,2020-02-16T00:00:00.000,2020,7,Alabama,1098.0,10.98000000000001,0.0,-295.3000000000002,0.0
78,2020-02-23T00:00:00.000,2020,8,Alabama,1164.0,139.68000000000012,0.0,-155.62000000000006,0.0
79,2020-03-01T00:00:00.000,2020,9,Alabama,1057.0,10.57000000000001,0.0,-145.05000000000004,0.0
80,2020-03-08T00:00:00.000,2020,10,Alabama,1091.0,10.910000000000009,0.0,-134.14000000000004,0.0
81,2020-03-15T00:00:00.000,2020,11,Alabama,1059.0,31.770000000000028,0.0,-102.37000000000002,0.0
82,2020-03-22T00:00:00.000,2020,12,Alabama,1073.0,53.65000000000005,23.0,-48.71999999999997,23.0
83,2020-03-29T00:00:00.000,2020,13,Alabama,1156.0,138.7200000000001,49.0,90.00000000000014,72.0
84,2020-04-05T00:00:00.000,2020,14,Alabama,1135.0,124.85000000000011,81.0,214.85000000000025,153.0
85,2020-04-12T00:00:00.000,2020,15,Alabama,1149.0,195.32999999999993,89.0,410.1800000000002,242.0
86,2020-04-19T00:00:00.000,2020,16,Alabama,1139.0,159.4599999999999,84.0,569.6400000000001,326.0
87,2020-04-26T00:00:00.000,2020,17,Alabama,1147.0,183.5199999999999,81.0,753.16,407.0
88,2020-05-03T00:00:00.000,2020,18,Alabama,1171.0,187.3599999999999,116.0,940.5199999999999,523.0
89,2020-05-10T00:00:00.000,2020,19,Alabama,1148.0,172.1999999999999,95.0,1112.7199999999998,618.0
90,2020-05-17T00:00:00.000,2020,20,Alabama,1153.0,207.53999999999994,80.0,1320.2599999999998,698.0
91,2020-05-24T00:00:00.000,2020,21,Alabama,1109.0,155.2599999999999,103.0,1475.5199999999998,801.0
92,2020-05-31T00:00:00.000,2020,22,Alabama,1173.0,187.6799999999999,91.0,1663.1999999999996,892.0
93,2020-06-07T00:00:00.000,2020,23,Alabama,1138.0,227.59999999999994,81.0,1890.7999999999995,973.0
94,2020-06-14T00:00:00.000,2020,24,Alabama,1090.0,130.80000000000013,88.0,2021.5999999999997,1061.0
95,2020-06-21T00:00:00.000,2020,25,Alabama,1151.0,276.24,103.0,2297.8399999999997,1164.0
96,2020-06-28T00:00:00.000,2020,26,Alabama,1200.0,263.99999999999994,122.0,2561.8399999999997,1286.0
97,2020-07-05T00:00:00.000,2020,27,Alabama,1265.0,341.55,135.0,2903.39,1421.0
98,2020-07-12T00:00:00.000,2020,28,Alabama,1289.0,438.2600000000001,191.0,3341.65,1612.0
99,2020-07-19T00:00:00.000,2020,29,Alabama,1333.0,573.1899999999999,250.0,3914.84,1862.0
100,2020-07-26T00:00:00.000,2020,30,Alabama,1364.0,559.2399999999999,262.0,4474.08,2124.0
101,2020-08-02T00:00:00.000,2020,31,Alabama,1379.0,592.9699999999999,263.0,5067.05,2387.0
102,2020-08-09T00:00:00.000,2020,32,Alabama,1305.0,482.85000000000014,228.0,5549.900000000001,2615.0
103,2020-08-16T00:00:00.000,2020,33,Alabama,1303.0,521.1999999999999,209.0,6071.1,2824.0
104,2020-08-23T00:00:00.000,2020,34,Alabama,1216.0,328.32000000000005,185.0,6399.42,3009.0
105,2020-08-30T00:00:00.000,2020,35,Alabama,1216.0,304.0,155.0,6703.42,3164.0
106,2020-09-06T00:00:00.000,2020,36,Alabama,1232.0,344.96000000000004,138.0,7048.38,3302.0
107,2020-09-13T00:00:00.000,2020,37,Alabama,1200.0,300.0,138.0,7348.38,3440.0
108,2020-09-20T00:00:00.000,2020,38,Alabama,1183.0,224.76999999999992,105.0,7573.15,3545.0
109,2020-09-27T00:00:00.000,2020,39,Alabama,1103.0,176.4799999999999,110.0,7749.629999999999,3655.0
110,2020-10-04T00:00:00.000,2020,40,Alabama,1204.0,325.08000000000004,136.0,8074.709999999999,3791.0
111,2020-10-11T00:00:00.000,2020,41,Alabama,1190.0,249.89999999999995,125.0,8324.609999999999,3916.0
112,2020-10-18T00:00:00.000,2020,42,Alabama,1142.0,205.55999999999992,119.0,8530.169999999998,4035.0
113,2020-10-25T00:00:00.000,2020,43,Alabama,1169.0,268.87,131.0,8799.039999999999,4166.0
114,2020-11-01T00:00:00.000,2020,44,Alabama,1277.0,357.56000000000006,150.0,9156.599999999999,4316.0
115,2020-11-08T00:00:00.000,2020,45,Alabama,1269.0,279.17999999999995,175.0,9435.779999999999,4491.0
116,2020-11-15T00:00:00.000,2020,46,Alabama,1275.0,318.75,168.0,9754.529999999999,4659.0
117,2020-11-22T00:00:00.000,2020,47,Alabama,1326.0,344.76,201.0,10099.289999999999,4860.0
118,2020-11-29T00:00:00.000,2020,48,Alabama,1354.0,365.58000000000004,248.0,10464.869999999999,5108.0
119,2020-12-06T00:00:00.000,2020,49,Alabama,1599.0,751.53,374.0,11216.4,5482.0
120,2020-12-13T00:00:00.000,2020,50,Alabama,1584.0,696.9599999999999,387.0,11913.359999999999,5869.0
121,2020-12-20T00:00:00.000,2020,51,Alabama,1625.0,845.0,449.0,12758.359999999999,6318.0
122,2020-12-27T00:00:00.000,2020,52,Alabama,1801.0,1242.6899999999998,505.0,14001.05,6823.0
123,2021-01-03T00:00:00.000,2021,53,Alabama,1792.0,1003.5200000000001,538.0,15004.57,7361.0
124,2021-01-10T00:00:00.000,2021,1,Alabama,1807.0,975.7800000000001,584.0,15980.35,7945.0
125,2021-01-17T00:00:00.000,2021,2,Alabama,1766.0,953.6400000000001,563.0,16933.99,8508.0
126,2021-01-24T00:00:00.000,2021,3,Alabama,1623.0,714.1199999999999,482.0,17648.11,8990.0
127,2021-01-31T00:00:00.000,2021,4,Alabama,1486.0,534.9600000000002,341.0,18183.07,9331.0
128,2021-02-07T00:00:00.000,2021,5,Alabama,1399.0,363.74,260.0,18546.81,9591.0
129,2021-02-14T00:00:00.000,2021,6,Alabama,1307.0,261.3999999999999,207.0,18808.210000000003,9798.0
130,2021-02-21T00:00:00.000,2021,7,Alabama,1278.0,230.0399999999999,166.0,19038.250000000004,9964.0
131,2021-02-28T00:00:00.000,2021,8,Alabama,1124.0,89.92000000000007,105.0,19128.170000000006,10069.0
132,2021-03-07T00:00:00.000,2021,9,Alabama,1139.0,102.51000000000009,98.0,19230.680000000004,10167.0
133,2021-03-14T00:00:00.000,2021,10,Alabama,1014.0,-60.84000000000005,75.0,19169.840000000004,10242.0
134,2021-03-21T00:00:00.000,2021,11,Alabama,1093.0,76.51000000000006,69.0,19246.350000000002,10311.0
135,2021-03-28T00:00:00.000,2021,12,Alabama,977.0,-39.080000000000034,60.0,19207.27,10371.0
136,2021-04-04T00:00:00.000,2021,13,Alabama,952.0,-76.15999999999997,46.0,19131.11,10417.0
137,2021-04-11T00:00:00.000,2021,14,Alabama,759.0,-197.34,30.0,18933.77,10447.0
138,2021-04-18T00:00:00.000,2021,15,Alabama,498.0,-244.01999999999998,18.0,18689.75,10465.0
139,2021-04-25T00:00:00.000,2021,16,Alabama,128.0,-111.36,0.0,18578.39,10465.0
140,2019-12-29T00:00:00.000,2019,52,Alaska,89.0,-0.8900000000000008,0.0,-0.8900000000000008,0.0
141,2020-01-05T00:00:00.000,2020,1,Alaska,105.0,15.749999999999991,0.0,14.85999999999999,0.0
142,2020-01-12T00:00:00.000,2020,2,Alaska,99.0,4.950000000000005,0.0,19.809999999999995,0.0
143,2020-01-19T00:00:00.000,2020,3,Alaska,97.0,17.459999999999994,0.0,37.26999999999999,0.0
144,2020-01-26T00:00:00.000,2020,4,Alaska,85.0,-4.2500000000000036,0.0,33.01999999999998,0.0
145,2020-02-02T00:00:00.000,2020,5,Alaska,92.0,21.159999999999997,0.0,54.17999999999998,0.0
146,2020-02-09T00:00:00.000,2020,6,Alaska,89.0,1.7800000000000016,0.0,55.95999999999998,0.0
147,2020-02-16T00:00:00.000,2020,7,Alaska,83.0,1.6600000000000015,0.0,57.61999999999998,0.0
148,2020-02-23T00:00:00.000,2020,8,Alaska,84.0,0.0,0.0,57.61999999999998,0.0
149,2020-03-01T00:00:00.000,2020,9,Alaska,79.0,-6.319999999999997,0.0,51.29999999999998,0.0
150,2020-03-08T00:00:00.000,2020,10,Alaska,92.0,8.280000000000008,0.0,59.57999999999999,0.0
151,2020-03-15T00:00:00.000,2020,11,Alaska,69.0,-8.97,0.0,50.60999999999999,0.0
152,2020-03-22T00:00:00.000,2020,12,Alaska,85.0,-0.8500000000000008,0.0,49.75999999999999,0.0
153,2020-03-29T00:00:00.000,2020,13,Alaska,98.0,12.73999999999999,0.0,62.49999999999998,0.0
154,2020-04-05T00:00:00.000,2020,14,Alaska,84.0,-2.5200000000000022,0.0,59.979999999999976,0.0
155,2020-04-12T00:00:00.000,2020,15,Alaska,80.0,2.400000000000002,0.0,62.37999999999998,0.0
156,2020-04-19T00:00:00.000,2020,16,Alaska,61.0,-13.419999999999998,0.0,48.95999999999998,0.0
157,2020-04-26T00:00:00.000,2020,17,Alaska,87.0,-1.7400000000000015,0.0,47.21999999999998,0.0
158,2020-05-03T00:00:00.000,2020,18,Alaska,89.0,12.459999999999992,0.0,59.67999999999997,0.0
159,2020-05-10T00:00:00.000,2020,19,Alaska,83.0,6.640000000000006,0.0,66.31999999999998,0.0
160,2020-05-17T00:00:00.000,2020,20,Alaska,82.0,4.920000000000004,0.0,71.23999999999998,0.0
161,2020-05-24T00:00:00.000,2020,21,Alaska,97.0,32.98000000000001,0.0,104.22,0.0
162,2020-05-31T00:00:00.000,2020,22,Alaska,79.0,-5.529999999999996,0.0,98.69,0.0
163,2020-06-07T00:00:00.000,2020,23,Alaska,88.0,6.1600000000000055,0.0,104.85000000000001,0.0
164,2020-06-14T00:00:00.000,2020,24,Alaska,92.0,7.3600000000000065,0.0,112.21000000000001,0.0
165,2020-06-21T00:00:00.000,2020,25,Alaska,90.0,14.399999999999993,0.0,126.61,0.0
166,2020-06-28T00:00:00.000,2020,26,Alaska,84.0,0.0,0.0,126.61,0.0
167,2020-07-05T00:00:00.000,2020,27,Alaska,101.0,14.13999999999999,0.0,140.75,0.0
168,2020-07-12T00:00:00.000,2020,28,Alaska,89.0,16.019999999999996,0.0,156.76999999999998,0.0
169,2020-07-19T00:00:00.000,2020,29,Alaska,92.0,25.76,0.0,182.52999999999997,0.0
170,2020-07-26T00:00:00.000,2020,30,Alaska,114.0,58.14,0.0,240.66999999999996,0.0
171,2020-08-02T00:00:00.000,2020,31,Alaska,101.0,28.28,0.0,268.94999999999993,0.0
172,2020-08-09T00:00:00.000,2020,32,Alaska,74.0,-13.320000000000004,0.0,255.62999999999994,0.0
173,2020-08-16T00:00:00.000,2020,33,Alaska,116.0,42.920000000000016,0.0,298.54999999999995,0.0
174,2020-08-23T00:00:00.000,2020,34,Alaska,93.0,15.809999999999993,0.0,314.35999999999996,0.0
175,2020-08-30T00:00:00.000,2020,35,Alaska,105.0,30.450000000000003,0.0,344.80999999999995,0.0
176,2020-09-06T00:00:00.000,2020,36,Alaska,87.0,7.830000000000007,0.0,352.63999999999993,0.0
177,2020-09-13T00:00:00.000,2020,37,Alaska,104.0,16.639999999999993,0.0,369.2799999999999,0.0
178,2020-09-20T00:00:00.000,2020,38,Alaska,114.0,26.22,0.0,395.4999999999999,0.0
179,2020-09-27T00:00:00.000,2020,39,Alaska,78.0,-9.36,0.0,386.1399999999999,0.0
180,2020-10-04T00:00:00.000,2020,40,Alaska,116.0,41.76000000000001,0.0,427.89999999999986,0.0
181,2020-10-11T00:00:00.000,2020,41,Alaska,101.0,17.169999999999995,10.0,445.0699999999999,10.0
182,2020-10-18T00:00:00.000,2020,42,Alaska,102.0,19.379999999999995,0.0,464.4499999999999,10.0
183,2020-10-25T00:00:00.000,2020,43,Alaska,107.0,46.00999999999999,10.0,510.45999999999987,20.0
184,2020-11-01T00:00:00.000,2020,44,Alaska,114.0,30.78,0.0,541.2399999999999,20.0
185,2020-11-08T00:00:00.000,2020,45,Alaska,114.0,37.620000000000005,16.0,578.8599999999999,36.0
186,2020-11-15T00:00:00.000,2020,46,Alaska,122.0,48.79999999999999,15.0,627.6599999999999,51.0
187,2020-11-22T00:00:00.000,2020,47,Alaska,113.0,21.469999999999995,21.0,649.1299999999999,72.0
188,2020-11-29T00:00:00.000,2020,48,Alaska,118.0,53.099999999999994,31.0,702.2299999999999,103.0
189,2020-12-06T00:00:00.000,2020,49,Alaska,134.0,45.56000000000001,24.0,747.79,127.0
190,2020-12-13T00:00:00.000,2020,50,Alaska,98.0,8.820000000000007,19.0,756.61,146.0
191,2020-12-20T00:00:00.000,2020,51,Alaska,114.0,39.90000000000001,24.0,796.51,170.0
192,2020-12-27T00:00:00.000,2020,52,Alaska,104.0,23.919999999999998,10.0,820.43,180.0
193,2021-01-03T00:00:00.000,2021,53,Alaska,109.0,23.979999999999997,13.0,844.41,193.0
194,2021-01-10T00:00:00.000,2021,1,Alaska,127.0,49.52999999999999,0.0,893.9399999999999,193.0
195,2021-01-17T00:00:00.000,2021,2,Alaska,95.0,0.9500000000000008,0.0,894.89,193.0
196,2021-01-24T00:00:00.000,2021,3,Alaska,89.0,7.120000000000006,0.0,902.01,193.0
197,2021-01-31T00:00:00.000,2021,4,Alaska,83.0,-5.809999999999996,0.0,896.2,193.0
198,2021-02-07T00:00:00.000,2021,5,Alaska,90.0,17.999999999999996,0.0,914.2,193.0
199,2021-02-14T00:00:00.000,2021,6,Alaska,83.0,-4.150000000000004,0.0,910.0500000000001,193.0
200,2021-02-21T00:00:00.000,2021,7,Alaska,85.0,4.2500000000000036,0.0,914.3000000000001,193.0
201,2021-02-28T00:00:00.000,2021,8,Alaska,81.0,-2.4300000000000024,0.0,911.8700000000001,193.0
202,2021-03-07T00:00:00.000,2021,9,Alaska,66.0,-15.18,0.0,896.6900000000002,193.0
203,2021-03-14T00:00:00.000,2021,10,Alaska,73.0,-9.49,0.0,887.2000000000002,193.0
204,2021-03-21T00:00:00.000,2021,11,Alaska,64.0,-12.799999999999997,0.0,874.4000000000002,193.0
205,2021-03-28T00:00:00.000,2021,12,Alaska,59.0,-18.290000000000003,0.0,856.1100000000002,193.0
206,2021-04-04T00:00:00.000,2021,13,Alaska,47.0,-21.619999999999997,0.0,834.4900000000002,193.0
207,2021-04-11T00:00:00.000,2021,14,Alaska,36.0,-20.880000000000003,0.0,813.6100000000002,193.0
208,2021-04-18T00:00:00.000,2021,15,Alaska,11.0,-9.459999999999999,0.0,804.1500000000002,193.0
209,2021-04-25T00:00:00.000,2021,16,Alaska,0.0,-0.0,0.0,804.1500000000002,193.0
210,2019-12-29T00:00:00.000,2019,52,Arizona,1301.0,-52.04000000000005,0.0,-52.04000000000005,0.0
211,2020-01-05T00:00:00.000,2020,1,Arizona,1391.0,41.73000000000004,0.0,-10.31000000000001,0.0
212,2020-01-12T00:00:00.000,2020,2,Arizona,1315.0,65.75000000000006,0.0,55.44000000000005,0.0
213,2020-01-19T00:00:00.000,2020,3,Arizona,1275.0,0.0,0.0,55.44000000000005,0.0
214,2020-01-26T00:00:00.000,2020,4,Arizona,1265.0,-12.650000000000011,0.0,42.790000000000035,0.0
215,2020-02-02T00:00:00.000,2020,5,Arizona,1264.0,25.280000000000022,0.0,68.07000000000005,0.0
216,2020-02-09T00:00:00.000,2020,6,Arizona,1313.0,144.43000000000012,0.0,212.50000000000017,0.0
217,2020-02-16T00:00:00.000,2020,7,Arizona,1342.0,161.04000000000013,0.0,373.5400000000003,0.0
218,2020-02-23T00:00:00.000,2020,8,Arizona,1352.0,135.20000000000013,0.0,508.74000000000046,0.0
219,2020-03-01T00:00:00.000,2020,9,Arizona,1380.0,165.60000000000014,0.0,674.3400000000006,0.0
220,2020-03-08T00:00:00.000,2020,10,Arizona,1349.0,134.90000000000012,0.0,809.2400000000007,0.0
221,2020-03-15T00:00:00.000,2020,11,Arizona,1290.0,90.30000000000008,0.0,899.5400000000008,0.0
222,2020-03-22T00:00:00.000,2020,12,Arizona,1324.0,158.88000000000014,31.0,1058.420000000001,31.0
223,2020-03-29T00:00:00.000,2020,13,Arizona,1357.0,149.27000000000012,58.0,1207.6900000000012,89.0
224,2020-04-05T00:00:00.000,2020,14,Arizona,1403.0,210.44999999999987,91.0,1418.140000000001,180.0
225,2020-04-12T00:00:00.000,2020,15,Arizona,1316.0,184.23999999999987,96.0,1602.3800000000008,276.0
226,2020-04-19T00:00:00.000,2020,16,Arizona,1384.0,262.9599999999999,106.0,1865.3400000000006,382.0
227,2020-04-26T00:00:00.000,2020,17,Arizona,1404.0,294.84,106.0,2160.1800000000007,488.0
228,2020-05-03T00:00:00.000,2020,18,Arizona,1427.0,342.47999999999996,126.0,2502.6600000000008,614.0
229,2020-05-10T00:00:00.000,2020,19,Arizona,1306.0,274.25999999999993,118.0,2776.9200000000005,732.0
230,2020-05-17T00:00:00.000,2020,20,Arizona,1289.0,244.90999999999994,98.0,3021.8300000000004,830.0
231,2020-05-24T00:00:00.000,2020,21,Arizona,1310.0,222.6999999999999,115.0,3244.53,945.0
232,2020-05-31T00:00:00.000,2020,22,Arizona,1399.0,377.73,132.0,3622.26,1077.0
233,2020-06-07T00:00:00.000,2020,23,Arizona,1463.0,438.9000000000001,173.0,4061.1600000000003,1250.0
234,2020-06-14T00:00:00.000,2020,24,Arizona,1550.0,681.9999999999999,208.0,4743.16,1458.0
235,2020-06-21T00:00:00.000,2020,25,Arizona,1616.0,727.1999999999999,258.0,5470.36,1716.0
236,2020-06-28T00:00:00.000,2020,26,Arizona,1773.0,1046.0700000000002,388.0,6516.43,2104.0
237,2020-07-05T00:00:00.000,2020,27,Arizona,1952.0,1542.0800000000002,508.0,8058.51,2612.0
238,2020-07-12T00:00:00.000,2020,28,Arizona,1995.0,1576.0500000000002,548.0,9634.560000000001,3160.0
239,2020-07-19T00:00:00.000,2020,29,Arizona,1863.0,1434.51,475.0,11069.070000000002,3635.0
240,2020-07-26T00:00:00.000,2020,30,Arizona,1792.0,1182.7199999999998,390.0,12251.79,4025.0
241,2020-08-02T00:00:00.000,2020,31,Arizona,1586.0,777.14,305.0,13028.93,4330.0
242,2020-08-09T00:00:00.000,2020,32,Arizona,1526.0,763.0,249.0,13791.93,4579.0
243,2020-08-16T00:00:00.000,2020,33,Arizona,1505.0,647.1499999999999,174.0,14439.08,4753.0
244,2020-08-23T00:00:00.000,2020,34,Arizona,1467.0,498.78000000000014,129.0,14937.86,4882.0
245,2020-08-30T00:00:00.000,2020,35,Arizona,1295.0,233.0999999999999,95.0,15170.960000000001,4977.0
246,2020-09-06T00:00:00.000,2020,36,Arizona,1282.0,269.21999999999997,61.0,15440.18,5038.0
247,2020-09-13T00:00:00.000,2020,37,Arizona,1259.0,239.20999999999992,66.0,15679.39,5104.0
248,2020-09-20T00:00:00.000,2020,38,Arizona,1285.0,244.14999999999992,56.0,15923.539999999999,5160.0
249,2020-09-27T00:00:00.000,2020,39,Arizona,1201.0,168.13999999999987,35.0,16091.679999999998,5195.0
250,2020-10-04T00:00:00.000,2020,40,Arizona,1239.0,198.2399999999999,53.0,16289.919999999998,5248.0
251,2020-10-11T00:00:00.000,2020,41,Arizona,1236.0,160.67999999999986,47.0,16450.6,5295.0
252,2020-10-18T00:00:00.000,2020,42,Arizona,1282.0,294.85999999999996,63.0,16745.46,5358.0
