Start Date,End Date,Group,Year,Month,State,Age Group,COVID-19 Deaths,Total Deaths
1/1/20,4/24/21,By Total,0.0,0.0,Maryland,55-64 years,1171.0,10324.0
1/1/20,4/24/21,By Total,0.0,0.0,Maryland,65-74 years,2011.0,15145.0
1/1/20,4/24/21,By Total,0.0,0.0,Maryland,75-84 years,2661.0,18366.0
1/1/20,4/24/21,By Total,0.0,0.0,Maryland,85 years and over,3104.0,23545.0
1/1/20,4/24/21,By Total,0.0,0.0,Massachusetts,Under 1 year,0.0,325.0
1/1/20,4/24/21,By Total,0.0,0.0,Massachusetts,0-17 years,0.0,518.0
1/1/20,4/24/21,By Total,0.0,0.0,Massachusetts,1-4 years,0.0,39.0
1/1/20,4/24/21,By Total,0.0,0.0,Massachusetts,5-14 years,0.0,76.0
1/1/20,4/24/21,By Total,0.0,0.0,Massachusetts,15-24 years,0.0,546.0
1/1/20,4/24/21,By Total,0.0,0.0,Massachusetts,18-29 years,20.0,1123.0
1/1/20,4/24/21,By Total,0.0,0.0,Massachusetts,25-34 years,36.0,1580.0
1/1/20,4/24/21,By Total,0.0,0.0,Massachusetts,30-39 years,54.0,2031.0
1/1/20,4/24/21,By Total,0.0,0.0,Massachusetts,35-44 years,93.0,2337.0
1/1/20,4/24/21,By Total,0.0,0.0,Massachusetts,40-49 years,163.0,2746.0
1/1/20,4/24/21,By Total,0.0,0.0,Massachusetts,45-54 years,296.0,4096.0
1/1/20,4/24/21,By Total,0.0,0.0,Massachusetts,50-64 years,1210.0,12234.0
1/1/20,4/24/21,By Total,0.0,0.0,Massachusetts,55-64 years,1014.0,9653.0
1/1/20,4/24/21,By Total,0.0,0.0,Massachusetts,65-74 years,2186.0,15835.0
1/1/20,4/24/21,By Total,0.0,0.0,Massachusetts,75-84 years,3584.0,21357.0
1/1/20,4/24/21,By Total,0.0,0.0,Massachusetts,85 years and over,5908.0,33004.0
1/1/20,4/24/21,By Total,0.0,0.0,Michigan,Under 1 year,0.0,859.0
1/1/20,4/24/21,By Total,0.0,0.0,Michigan,0-17 years,0.0,1398.0
1/1/20,4/24/21,By Total,0.0,0.0,Michigan,1-4 years,0.0,123.0
1/1/20,4/24/21,By Total,0.0,0.0,Michigan,5-14 years,0.0,215.0
1/1/20,4/24/21,By Total,0.0,0.0,Michigan,15-24 years,22.0,1275.0
1/1/20,4/24/21,By Total,0.0,0.0,Michigan,18-29 years,61.0,2315.0
1/1/20,4/24/21,By Total,0.0,0.0,Michigan,25-34 years,94.0,2828.0
1/1/20,4/24/21,By Total,0.0,0.0,Michigan,30-39 years,120.0,3400.0
1/1/20,4/24/21,By Total,0.0,0.0,Michigan,35-44 years,208.0,3984.0
1/1/20,4/24/21,By Total,0.0,0.0,Michigan,40-49 years,422.0,5294.0
1/1/20,4/24/21,By Total,0.0,0.0,Michigan,45-54 years,680.0,7857.0
1/1/20,4/24/21,By Total,0.0,0.0,Michigan,50-64 years,2185.0,23766.0
1/1/20,4/24/21,By Total,0.0,0.0,Michigan,55-64 years,1787.0,19032.0
1/1/20,4/24/21,By Total,0.0,0.0,Michigan,65-74 years,3641.0,30194.0
1/1/20,4/24/21,By Total,0.0,0.0,Michigan,75-84 years,4534.0,36005.0
1/1/20,4/24/21,By Total,0.0,0.0,Michigan,85 years and over,4928.0,44824.0
1/1/20,4/24/21,By Total,0.0,0.0,Minnesota,Under 1 year,0.0,356.0
1/1/20,4/24/21,By Total,0.0,0.0,Minnesota,0-17 years,0.0,649.0
1/1/20,4/24/21,By Total,0.0,0.0,Minnesota,1-4 years,0.0,80.0
1/1/20,4/24/21,By Total,0.0,0.0,Minnesota,5-14 years,0.0,103.0
1/1/20,4/24/21,By Total,0.0,0.0,Minnesota,15-24 years,0.0,574.0
1/1/20,4/24/21,By Total,0.0,0.0,Minnesota,18-29 years,13.0,974.0
1/1/20,4/24/21,By Total,0.0,0.0,Minnesota,25-34 years,24.0,1170.0
1/1/20,4/24/21,By Total,0.0,0.0,Minnesota,30-39 years,46.0,1395.0
1/1/20,4/24/21,By Total,0.0,0.0,Minnesota,35-44 years,62.0,1594.0
1/1/20,4/24/21,By Total,0.0,0.0,Minnesota,40-49 years,104.0,1952.0
1/1/20,4/24/21,By Total,0.0,0.0,Minnesota,45-54 years,193.0,2903.0
1/1/20,4/24/21,By Total,0.0,0.0,Minnesota,50-64 years,635.0,9004.0
1/1/20,4/24/21,By Total,0.0,0.0,Minnesota,55-64 years,513.0,7194.0
1/1/20,4/24/21,By Total,0.0,0.0,Minnesota,65-74 years,1189.0,11824.0
1/1/20,4/24/21,By Total,0.0,0.0,Minnesota,75-84 years,2028.0,16339.0
1/1/20,4/24/21,By Total,0.0,0.0,Minnesota,85 years and over,3237.0,23793.0
1/1/20,4/24/21,By Total,0.0,0.0,Mississippi,Under 1 year,0.0,294.0
1/1/20,4/24/21,By Total,0.0,0.0,Mississippi,0-17 years,0.0,561.0
1/1/20,4/24/21,By Total,0.0,0.0,Mississippi,1-4 years,0.0,60.0
1/1/20,4/24/21,By Total,0.0,0.0,Mississippi,5-14 years,0.0,113.0
1/1/20,4/24/21,By Total,0.0,0.0,Mississippi,15-24 years,16.0,603.0
1/1/20,4/24/21,By Total,0.0,0.0,Mississippi,18-29 years,36.0,1000.0
1/1/20,4/24/21,By Total,0.0,0.0,Mississippi,25-34 years,63.0,1155.0
1/1/20,4/24/21,By Total,0.0,0.0,Mississippi,30-39 years,111.0,1453.0
1/1/20,4/24/21,By Total,0.0,0.0,Mississippi,35-44 years,152.0,1872.0
1/1/20,4/24/21,By Total,0.0,0.0,Mississippi,40-49 years,247.0,2477.0
1/1/20,4/24/21,By Total,0.0,0.0,Mississippi,45-54 years,408.0,3374.0
1/1/20,4/24/21,By Total,0.0,0.0,Mississippi,50-64 years,1288.0,9930.0
1/1/20,4/24/21,By Total,0.0,0.0,Mississippi,55-64 years,1043.0,7950.0
1/1/20,4/24/21,By Total,0.0,0.0,Mississippi,65-74 years,1885.0,11593.0
1/1/20,4/24/21,By Total,0.0,0.0,Mississippi,75-84 years,2054.0,12441.0
1/1/20,4/24/21,By Total,0.0,0.0,Mississippi,85 years and over,1666.0,11623.0
1/1/20,4/24/21,By Total,0.0,0.0,Missouri,Under 1 year,0.0,590.0
1/1/20,4/24/21,By Total,0.0,0.0,Missouri,0-17 years,0.0,1074.0
1/1/20,4/24/21,By Total,0.0,0.0,Missouri,1-4 years,0.0,124.0
1/1/20,4/24/21,By Total,0.0,0.0,Missouri,5-14 years,0.0,174.0
1/1/20,4/24/21,By Total,0.0,0.0,Missouri,15-24 years,13.0,1092.0
1/1/20,4/24/21,By Total,0.0,0.0,Missouri,18-29 years,27.0,1915.0
1/1/20,4/24/21,By Total,0.0,0.0,Missouri,25-34 years,35.0,2128.0
1/1/20,4/24/21,By Total,0.0,0.0,Missouri,30-39 years,56.0,2458.0
1/1/20,4/24/21,By Total,0.0,0.0,Missouri,35-44 years,118.0,2909.0
1/1/20,4/24/21,By Total,0.0,0.0,Missouri,40-49 years,199.0,3579.0
1/1/20,4/24/21,By Total,0.0,0.0,Missouri,45-54 years,310.0,5063.0
1/1/20,4/24/21,By Total,0.0,0.0,Missouri,50-64 years,1278.0,16050.0
1/1/20,4/24/21,By Total,0.0,0.0,Missouri,55-64 years,1086.0,12996.0
1/1/20,4/24/21,By Total,0.0,0.0,Missouri,65-74 years,2251.0,20064.0
1/1/20,4/24/21,By Total,0.0,0.0,Missouri,75-84 years,3064.0,24134.0
1/1/20,4/24/21,By Total,0.0,0.0,Missouri,85 years and over,3735.0,27687.0
1/1/20,4/24/21,By Total,0.0,0.0,Montana,Under 1 year,0.0,65.0
1/1/20,4/24/21,By Total,0.0,0.0,Montana,0-17 years,0.0,156.0
1/1/20,4/24/21,By Total,0.0,0.0,Montana,1-4 years,0.0,16.0
1/1/20,4/24/21,By Total,0.0,0.0,Montana,5-14 years,0.0,33.0
1/1/20,4/24/21,By Total,0.0,0.0,Montana,15-24 years,0.0,183.0
1/1/20,4/24/21,By Total,0.0,0.0,Montana,18-29 years,0.0,277.0
1/1/20,4/24/21,By Total,0.0,0.0,Montana,25-34 years,0.0,302.0
1/1/20,4/24/21,By Total,0.0,0.0,Montana,30-39 years,20.0,364.0
1/1/20,4/24/21,By Total,0.0,0.0,Montana,35-44 years,26.0,420.0
1/1/20,4/24/21,By Total,0.0,0.0,Montana,40-49 years,33.0,528.0
1/1/20,4/24/21,By Total,0.0,0.0,Montana,45-54 years,57.0,749.0
1/1/20,4/24/21,By Total,0.0,0.0,Montana,50-64 years,207.0,2277.0
1/1/20,4/24/21,By Total,0.0,0.0,Montana,55-64 years,170.0,1834.0
1/1/20,4/24/21,By Total,0.0,0.0,Montana,65-74 years,343.0,3102.0
1/1/20,4/24/21,By Total,0.0,0.0,Montana,75-84 years,468.0,3825.0
1/1/20,4/24/21,By Total,0.0,0.0,Montana,85 years and over,515.0,4571.0
1/1/20,4/24/21,By Total,0.0,0.0,Nebraska,Under 1 year,0.0,178.0
1/1/20,4/24/21,By Total,0.0,0.0,Nebraska,0-17 years,0.0,324.0
1/1/20,4/24/21,By Total,0.0,0.0,Nebraska,1-4 years,0.0,37.0
1/1/20,4/24/21,By Total,0.0,0.0,Nebraska,5-14 years,0.0,60.0
1/1/20,4/24/21,By Total,0.0,0.0,Nebraska,15-24 years,0.0,246.0
1/1/20,4/24/21,By Total,0.0,0.0,Nebraska,18-29 years,13.0,354.0
1/1/20,4/24/21,By Total,0.0,0.0,Nebraska,25-34 years,17.0,377.0
1/1/20,4/24/21,By Total,0.0,0.0,Nebraska,30-39 years,25.0,522.0
1/1/20,4/24/21,By Total,0.0,0.0,Nebraska,35-44 years,28.0,593.0
1/1/20,4/24/21,By Total,0.0,0.0,Nebraska,40-49 years,47.0,760.0
1/1/20,4/24/21,By Total,0.0,0.0,Nebraska,45-54 years,104.0,1144.0
1/1/20,4/24/21,By Total,0.0,0.0,Nebraska,50-64 years,347.0,3565.0
1/1/20,4/24/21,By Total,0.0,0.0,Nebraska,55-64 years,278.0,2890.0
1/1/20,4/24/21,By Total,0.0,0.0,Nebraska,65-74 years,548.0,4768.0
1/1/20,4/24/21,By Total,0.0,0.0,Nebraska,75-84 years,808.0,6050.0
1/1/20,4/24/21,By Total,0.0,0.0,Nebraska,85 years and over,1023.0,8548.0
1/1/20,4/24/21,By Total,0.0,0.0,Nevada,Under 1 year,0.0,197.0
1/1/20,4/24/21,By Total,0.0,0.0,Nevada,0-17 years,0.0,391.0
1/1/20,4/24/21,By Total,0.0,0.0,Nevada,1-4 years,0.0,42.0
1/1/20,4/24/21,By Total,0.0,0.0,Nevada,5-14 years,0.0,70.0
1/1/20,4/24/21,By Total,0.0,0.0,Nevada,15-24 years,11.0,485.0
1/1/20,4/24/21,By Total,0.0,0.0,Nevada,18-29 years,33.0,818.0
1/1/20,4/24/21,By Total,0.0,0.0,Nevada,25-34 years,53.0,945.0
1/1/20,4/24/21,By Total,0.0,0.0,Nevada,30-39 years,77.0,1165.0
1/1/20,4/24/21,By Total,0.0,0.0,Nevada,35-44 years,130.0,1425.0
1/1/20,4/24/21,By Total,0.0,0.0,Nevada,40-49 years,241.0,1924.0
1/1/20,4/24/21,By Total,0.0,0.0,Nevada,45-54 years,386.0,2755.0
1/1/20,4/24/21,By Total,0.0,0.0,Nevada,50-64 years,1043.0,7433.0
1/1/20,4/24/21,By Total,0.0,0.0,Nevada,55-64 years,816.0,5812.0
1/1/20,4/24/21,By Total,0.0,0.0,Nevada,65-74 years,1442.0,9559.0
1/1/20,4/24/21,By Total,0.0,0.0,Nevada,75-84 years,1622.0,10823.0
1/1/20,4/24/21,By Total,0.0,0.0,Nevada,85 years and over,1052.0,9103.0
1/1/20,4/24/21,By Total,0.0,0.0,New Hampshire,Under 1 year,0.0,60.0
1/1/20,4/24/21,By Total,0.0,0.0,New Hampshire,0-17 years,0.0,109.0
1/1/20,4/24/21,By Total,0.0,0.0,New Hampshire,1-4 years,0.0,11.0
1/1/20,4/24/21,By Total,0.0,0.0,New Hampshire,5-14 years,0.0,20.0
1/1/20,4/24/21,By Total,0.0,0.0,New Hampshire,15-24 years,0.0,129.0
1/1/20,4/24/21,By Total,0.0,0.0,New Hampshire,18-29 years,0.0,247.0
1/1/20,4/24/21,By Total,0.0,0.0,New Hampshire,25-34 years,0.0,318.0
1/1/20,4/24/21,By Total,0.0,0.0,New Hampshire,30-39 years,0.0,391.0
1/1/20,4/24/21,By Total,0.0,0.0,New Hampshire,35-44 years,0.0,405.0
1/1/20,4/24/21,By Total,0.0,0.0,New Hampshire,40-49 years,0.0,524.0
1/1/20,4/24/21,By Total,0.0,0.0,New Hampshire,45-54 years,20.0,802.0
1/1/20,4/24/21,By Total,0.0,0.0,New Hampshire,50-64 years,71.0,2449.0
1/1/20,4/24/21,By Total,0.0,0.0,New Hampshire,55-64 years,58.0,1975.0
1/1/20,4/24/21,By Total,0.0,0.0,New Hampshire,65-74 years,206.0,3390.0
1/1/20,4/24/21,By Total,0.0,0.0,New Hampshire,75-84 years,389.0,4371.0
1/1/20,4/24/21,By Total,0.0,0.0,New Hampshire,85 years and over,604.0,6122.0
1/1/20,4/24/21,By Total,0.0,0.0,New Jersey,Under 1 year,0.0,400.0
1/1/20,4/24/21,By Total,0.0,0.0,New Jersey,0-17 years,0.0,653.0
1/1/20,4/24/21,By Total,0.0,0.0,New Jersey,1-4 years,0.0,76.0
1/1/20,4/24/21,By Total,0.0,0.0,New Jersey,5-14 years,0.0,85.0
1/1/20,4/24/21,By Total,0.0,0.0,New Jersey,15-24 years,24.0,729.0
1/1/20,4/24/21,By Total,0.0,0.0,New Jersey,18-29 years,92.0,1576.0
1/1/20,4/24/21,By Total,0.0,0.0,New Jersey,25-34 years,165.0,2114.0
1/1/20,4/24/21,By Total,0.0,0.0,New Jersey,30-39 years,260.0,2688.0
1/1/20,4/24/21,By Total,0.0,0.0,New Jersey,35-44 years,417.0,3265.0
1/1/20,4/24/21,By Total,0.0,0.0,New Jersey,40-49 years,704.0,4308.0
1/1/20,4/24/21,By Total,0.0,0.0,New Jersey,45-54 years,1223.0,6569.0
1/1/20,4/24/21,By Total,0.0,0.0,New Jersey,50-64 years,3832.0,18939.0
1/1/20,4/24/21,By Total,0.0,0.0,New Jersey,55-64 years,3059.0,14926.0
1/1/20,4/24/21,By Total,0.0,0.0,New Jersey,65-74 years,4825.0,22531.0
1/1/20,4/24/21,By Total,0.0,0.0,New Jersey,75-84 years,6199.0,29837.0
1/1/20,4/24/21,By Total,0.0,0.0,New Jersey,85 years and over,7559.0,42531.0
1/1/20,4/24/21,By Total,0.0,0.0,New Mexico,Under 1 year,0.0,100.0
1/1/20,4/24/21,By Total,0.0,0.0,New Mexico,0-17 years,0.0,235.0
1/1/20,4/24/21,By Total,0.0,0.0,New Mexico,1-4 years,0.0,28.0
1/1/20,4/24/21,By Total,0.0,0.0,New Mexico,5-14 years,0.0,47.0
1/1/20,4/24/21,By Total,0.0,0.0,New Mexico,15-24 years,11.0,385.0
1/1/20,4/24/21,By Total,0.0,0.0,New Mexico,18-29 years,39.0,747.0
1/1/20,4/24/21,By Total,0.0,0.0,New Mexico,25-34 years,81.0,1042.0
1/1/20,4/24/21,By Total,0.0,0.0,New Mexico,30-39 years,113.0,1284.0
1/1/20,4/24/21,By Total,0.0,0.0,New Mexico,35-44 years,143.0,1358.0
1/1/20,4/24/21,By Total,0.0,0.0,New Mexico,40-49 years,198.0,1553.0
1/1/20,4/24/21,By Total,0.0,0.0,New Mexico,45-54 years,285.0,1976.0
1/1/20,4/24/21,By Total,0.0,0.0,New Mexico,50-64 years,787.0,5061.0
1/1/20,4/24/21,By Total,0.0,0.0,New Mexico,55-64 years,617.0,3944.0
1/1/20,4/24/21,By Total,0.0,0.0,New Mexico,65-74 years,920.0,5892.0
1/1/20,4/24/21,By Total,0.0,0.0,New Mexico,75-84 years,987.0,6915.0
1/1/20,4/24/21,By Total,0.0,0.0,New Mexico,85 years and over,893.0,7543.0
1/1/20,4/24/21,By Total,0.0,0.0,New York,Under 1 year,0.0,617.0
1/1/20,4/24/21,By Total,0.0,0.0,New York,0-17 years,0.0,1009.0
1/1/20,4/24/21,By Total,0.0,0.0,New York,1-4 years,0.0,94.0
1/1/20,4/24/21,By Total,0.0,0.0,New York,5-14 years,0.0,169.0
1/1/20,4/24/21,By Total,0.0,0.0,New York,15-24 years,23.0,1050.0
1/1/20,4/24/21,By Total,0.0,0.0,New York,18-29 years,65.0,2047.0
1/1/20,4/24/21,By Total,0.0,0.0,New York,25-34 years,109.0,2562.0
1/1/20,4/24/21,By Total,0.0,0.0,New York,30-39 years,172.0,3173.0
1/1/20,4/24/21,By Total,0.0,0.0,New York,35-44 years,298.0,3702.0
1/1/20,4/24/21,By Total,0.0,0.0,New York,40-49 years,532.0,4641.0
1/1/20,4/24/21,By Total,0.0,0.0,New York,45-54 years,908.0,7108.0
1/1/20,4/24/21,By Total,0.0,0.0,New York,50-64 years,3115.0,22206.0
1/1/20,4/24/21,By Total,0.0,0.0,New York,55-64 years,2547.0,17774.0
1/1/20,4/24/21,By Total,0.0,0.0,New York,65-74 years,4692.0,28976.0
1/1/20,4/24/21,By Total,0.0,0.0,New York,75-84 years,6527.0,38327.0
1/1/20,4/24/21,By Total,0.0,0.0,New York,85 years and over,9153.0,57168.0
1/1/20,4/24/21,By Total,0.0,0.0,New York City,Under 1 year,0.0,501.0
1/1/20,4/24/21,By Total,0.0,0.0,New York City,0-17 years,18.0,776.0
1/1/20,4/24/21,By Total,0.0,0.0,New York City,1-4 years,0.0,57.0
1/1/20,4/24/21,By Total,0.0,0.0,New York City,5-14 years,11.0,136.0
1/1/20,4/24/21,By Total,0.0,0.0,New York City,15-24 years,41.0,737.0
1/1/20,4/24/21,By Total,0.0,0.0,New York City,18-29 years,111.0,1447.0
1/1/20,4/24/21,By Total,0.0,0.0,New York City,25-34 years,224.0,1929.0
1/1/20,4/24/21,By Total,0.0,0.0,New York City,30-39 years,425.0,2668.0
1/1/20,4/24/21,By Total,0.0,0.0,New York City,35-44 years,661.0,3337.0
1/1/20,4/24/21,By Total,0.0,0.0,New York City,40-49 years,1070.0,4317.0
1/1/20,4/24/21,By Total,0.0,0.0,New York City,45-54 years,1778.0,6611.0
1/1/20,4/24/21,By Total,0.0,0.0,New York City,50-64 years,5450.0,18876.0
1/1/20,4/24/21,By Total,0.0,0.0,New York City,55-64 years,4354.0,14776.0
1/1/20,4/24/21,By Total,0.0,0.0,New York City,65-74 years,6858.0,21452.0
1/1/20,4/24/21,By Total,0.0,0.0,New York City,75-84 years,7445.0,24499.0
1/1/20,4/24/21,By Total,0.0,0.0,New York City,85 years and over,6913.0,30931.0
1/1/20,4/24/21,By Total,0.0,0.0,North Carolina,Under 1 year,0.0,774.0
1/1/20,4/24/21,By Total,0.0,0.0,North Carolina,0-17 years,0.0,1277.0
1/1/20,4/24/21,By Total,0.0,0.0,North Carolina,1-4 years,0.0,113.0
1/1/20,4/24/21,By Total,0.0,0.0,North Carolina,5-14 years,0.0,201.0
1/1/20,4/24/21,By Total,0.0,0.0,North Carolina,15-24 years,10.0,1431.0
1/1/20,4/24/21,By Total,0.0,0.0,North Carolina,18-29 years,29.0,2514.0
1/1/20,4/24/21,By Total,0.0,0.0,North Carolina,25-34 years,51.0,2757.0
1/1/20,4/24/21,By Total,0.0,0.0,North Carolina,30-39 years,80.0,3114.0
1/1/20,4/24/21,By Total,0.0,0.0,North Carolina,35-44 years,138.0,3561.0
1/1/20,4/24/21,By Total,0.0,0.0,North Carolina,40-49 years,237.0,4586.0
1/1/20,4/24/21,By Total,0.0,0.0,North Carolina,45-54 years,383.0,6539.0
1/1/20,4/24/21,By Total,0.0,0.0,North Carolina,50-64 years,1182.0,18110.0
1/1/20,4/24/21,By Total,0.0,0.0,North Carolina,55-64 years,946.0,14225.0
1/1/20,4/24/21,By Total,0.0,0.0,North Carolina,65-74 years,1979.0,21807.0
1/1/20,4/24/21,By Total,0.0,0.0,North Carolina,75-84 years,2524.0,26302.0
1/1/20,4/24/21,By Total,0.0,0.0,North Carolina,85 years and over,2755.0,28361.0
1/1/20,4/24/21,By Total,0.0,0.0,North Dakota,Under 1 year,0.0,60.0
1/1/20,4/24/21,By Total,0.0,0.0,North Dakota,0-17 years,0.0,117.0
1/1/20,4/24/21,By Total,0.0,0.0,North Dakota,1-4 years,0.0,13.0
1/1/20,4/24/21,By Total,0.0,0.0,North Dakota,5-14 years,0.0,25.0
1/1/20,4/24/21,By Total,0.0,0.0,North Dakota,15-24 years,0.0,118.0
1/1/20,4/24/21,By Total,0.0,0.0,North Dakota,18-29 years,0.0,194.0
1/1/20,4/24/21,By Total,0.0,0.0,North Dakota,25-34 years,0.0,235.0
1/1/20,4/24/21,By Total,0.0,0.0,North Dakota,30-39 years,13.0,291.0
1/1/20,4/24/21,By Total,0.0,0.0,North Dakota,35-44 years,19.0,311.0
1/1/20,4/24/21,By Total,0.0,0.0,North Dakota,40-49 years,30.0,368.0
1/1/20,4/24/21,By Total,0.0,0.0,North Dakota,45-54 years,46.0,477.0
1/1/20,4/24/21,By Total,0.0,0.0,North Dakota,50-64 years,167.0,1463.0
1/1/20,4/24/21,By Total,0.0,0.0,North Dakota,55-64 years,139.0,1194.0
1/1/20,4/24/21,By Total,0.0,0.0,North Dakota,65-74 years,284.0,1827.0
1/1/20,4/24/21,By Total,0.0,0.0,North Dakota,75-84 years,438.0,2469.0
1/1/20,4/24/21,By Total,0.0,0.0,North Dakota,85 years and over,714.0,3621.0
1/1/20,4/24/21,By Total,0.0,0.0,Ohio,Under 1 year,0.0,1112.0
1/1/20,4/24/21,By Total,0.0,0.0,Ohio,0-17 years,0.0,1784.0
1/1/20,4/24/21,By Total,0.0,0.0,Ohio,1-4 years,0.0,187.0
1/1/20,4/24/21,By Total,0.0,0.0,Ohio,5-14 years,0.0,271.0
1/1/20,4/24/21,By Total,0.0,0.0,Ohio,15-24 years,14.0,1720.0
1/1/20,4/24/21,By Total,0.0,0.0,Ohio,18-29 years,30.0,3283.0
1/1/20,4/24/21,By Total,0.0,0.0,Ohio,25-34 years,64.0,4060.0
1/1/20,4/24/21,By Total,0.0,0.0,Ohio,30-39 years,119.0,4795.0
1/1/20,4/24/21,By Total,0.0,0.0,Ohio,35-44 years,194.0,5477.0
1/1/20,4/24/21,By Total,0.0,0.0,Ohio,40-49 years,311.0,6924.0
1/1/20,4/24/21,By Total,0.0,0.0,Ohio,45-54 years,563.0,9924.0
1/1/20,4/24/21,By Total,0.0,0.0,Ohio,50-64 years,2318.0,29566.0
1/1/20,4/24/21,By Total,0.0,0.0,Ohio,55-64 years,1944.0,23601.0
1/1/20,4/24/21,By Total,0.0,0.0,Ohio,65-74 years,4440.0,37132.0
1/1/20,4/24/21,By Total,0.0,0.0,Ohio,75-84 years,6543.0,45203.0
1/1/20,4/24/21,By Total,0.0,0.0,Ohio,85 years and over,7808.0,55640.0
1/1/20,4/24/21,By Total,0.0,0.0,Oklahoma,Under 1 year,0.0,328.0
1/1/20,4/24/21,By Total,0.0,0.0,Oklahoma,0-17 years,0.0,634.0
1/1/20,4/24/21,By Total,0.0,0.0,Oklahoma,1-4 years,0.0,75.0
1/1/20,4/24/21,By Total,0.0,0.0,Oklahoma,5-14 years,0.0,133.0
1/1/20,4/24/21,By Total,0.0,0.0,Oklahoma,15-24 years,0.0,617.0
1/1/20,4/24/21,By Total,0.0,0.0,Oklahoma,18-29 years,29.0,994.0
1/1/20,4/24/21,By Total,0.0,0.0,Oklahoma,25-34 years,52.0,1144.0
1/1/20,4/24/21,By Total,0.0,0.0,Oklahoma,30-39 years,82.0,1526.0
1/1/20,4/24/21,By Total,0.0,0.0,Oklahoma,35-44 years,131.0,1911.0
1/1/20,4/24/21,By Total,0.0,0.0,Oklahoma,40-49 years,245.0,2516.0
1/1/20,4/24/21,By Total,0.0,0.0,Oklahoma,45-54 years,400.0,3601.0
1/1/20,4/24/21,By Total,0.0,0.0,Oklahoma,50-64 years,1265.0,10714.0
1/1/20,4/24/21,By Total,0.0,0.0,Oklahoma,55-64 years,1030.0,8575.0
1/1/20,4/24/21,By Total,0.0,0.0,Oklahoma,65-74 years,1998.0,13357.0
1/1/20,4/24/21,By Total,0.0,0.0,Oklahoma,75-84 years,2348.0,15201.0
1/1/20,4/24/21,By Total,0.0,0.0,Oklahoma,85 years and over,2270.0,15336.0
1/1/20,4/24/21,By Total,0.0,0.0,Oregon,Under 1 year,0.0,244.0
1/1/20,4/24/21,By Total,0.0,0.0,Oregon,0-17 years,0.0,421.0
1/1/20,4/24/21,By Total,0.0,0.0,Oregon,1-4 years,0.0,31.0
1/1/20,4/24/21,By Total,0.0,0.0,Oregon,5-14 years,0.0,66.0
1/1/20,4/24/21,By Total,0.0,0.0,Oregon,15-24 years,0.0,497.0
1/1/20,4/24/21,By Total,0.0,0.0,Oregon,18-29 years,0.0,857.0
1/1/20,4/24/21,By Total,0.0,0.0,Oregon,25-34 years,10.0,980.0
1/1/20,4/24/21,By Total,0.0,0.0,Oregon,30-39 years,18.0,1142.0
1/1/20,4/24/21,By Total,0.0,0.0,Oregon,35-44 years,35.0,1355.0
1/1/20,4/24/21,By Total,0.0,0.0,Oregon,40-49 years,61.0,1786.0
1/1/20,4/24/21,By Total,0.0,0.0,Oregon,45-54 years,92.0,2599.0
1/1/20,4/24/21,By Total,0.0,0.0,Oregon,50-64 years,302.0,7743.0
1/1/20,4/24/21,By Total,0.0,0.0,Oregon,55-64 years,246.0,6177.0
1/1/20,4/24/21,By Total,0.0,0.0,Oregon,65-74 years,421.0,10688.0
1/1/20,4/24/21,By Total,0.0,0.0,Oregon,75-84 years,700.0,12982.0
1/1/20,4/24/21,By Total,0.0,0.0,Oregon,85 years and over,842.0,16154.0
1/1/20,4/24/21,By Total,0.0,0.0,Pennsylvania,Under 1 year,0.0,958.0
1/1/20,4/24/21,By Total,0.0,0.0,Pennsylvania,0-17 years,0.0,1613.0
1/1/20,4/24/21,By Total,0.0,0.0,Pennsylvania,1-4 years,0.0,186.0
1/1/20,4/24/21,By Total,0.0,0.0,Pennsylvania,5-14 years,0.0,246.0
1/1/20,4/24/21,By Total,0.0,0.0,Pennsylvania,15-24 years,27.0,1629.0
1/1/20,4/24/21,By Total,0.0,0.0,Pennsylvania,18-29 years,57.0,3096.0
1/1/20,4/24/21,By Total,0.0,0.0,Pennsylvania,25-34 years,97.0,3890.0
1/1/20,4/24/21,By Total,0.0,0.0,Pennsylvania,30-39 years,137.0,4630.0
1/1/20,4/24/21,By Total,0.0,0.0,Pennsylvania,35-44 years,216.0,5116.0
1/1/20,4/24/21,By Total,0.0,0.0,Pennsylvania,40-49 years,401.0,6381.0
1/1/20,4/24/21,By Total,0.0,0.0,Pennsylvania,45-54 years,755.0,9684.0
1/1/20,4/24/21,By Total,0.0,0.0,Pennsylvania,50-64 years,2814.0,29634.0
1/1/20,4/24/21,By Total,0.0,0.0,Pennsylvania,55-64 years,2317.0,23645.0
1/1/20,4/24/21,By Total,0.0,0.0,Pennsylvania,65-74 years,5141.0,38804.0
1/1/20,4/24/21,By Total,0.0,0.0,Pennsylvania,75-84 years,7315.0,49498.0
1/1/20,4/24/21,By Total,0.0,0.0,Pennsylvania,85 years and over,10833.0,70359.0
1/1/20,4/24/21,By Total,0.0,0.0,Rhode Island,Under 1 year,0.0,69.0
1/1/20,4/24/21,By Total,0.0,0.0,Rhode Island,0-17 years,0.0,107.0
1/1/20,4/24/21,By Total,0.0,0.0,Rhode Island,1-4 years,0.0,0.0
1/1/20,4/24/21,By Total,0.0,0.0,Rhode Island,5-14 years,0.0,18.0
1/1/20,4/24/21,By Total,0.0,0.0,Rhode Island,15-24 years,0.0,96.0
